epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,19745.7,0.24107,1.16944,0.96622,0.80984,0.74112,0.81028,0.79727,0.22355,0.71093,0.21583,0.0006832,0.0006832,0.0006832
18,20904,0.23785,1.16113,0.96193,0.77881,0.76573,0.81622,0.81132,0.15175,0.58215,0.19842,0.0006634,0.0006634,0.0006634
19,22067.9,0.23281,1.13956,0.96032,0.79996,0.73858,0.82999,0.82855,0.1186,0.56525,0.16411,0.0006436,0.0006436,0.0006436
20,23229.6,0.234,1.14188,0.96303,0.74303,0.77989,0.82484,0.81592,0.21038,0.65289,0.22996,0.0006238,0.0006238,0.0006238
21,24392,0.22938,1.11985,0.96073,0.8675,0.70861,0.81409,0.81093,0.1422,0.57515,0.17027,0.000604,0.000604,0.000604
22,25589.2,0.22589,1.11996,0.95679,0.73785,0.8363,0.85682,0.84689,0.12214,0.56049,0.16287,0.0005842,0.0005842,0.0005842
23,26785,0.22452,1.09896,0.95842,0.79857,0.73851,0.80837,0.80729,0.10852,0.56554,0.14839,0.0005644,0.0005644,0.0005644
24,27970.2,0.22483,1.09435,0.95769,0.75202,0.78802,0.82454,0.81509,0.15371,0.63124,0.17871,0.0005446,0.0005446,0.0005446
25,29171.8,0.22168,1.08866,0.95731,0.73368,0.75286,0.79896,0.7607,0.19538,0.7125,0.20011,0.0005248,0.0005248,0.0005248
26,30373.5,0.2201,1.08072,0.95847,0.86059,0.70779,0.81505,0.80754,0.17431,0.67233,0.20225,0.000505,0.000505,0.000505
27,31556.8,0.21713,1.06793,0.95417,0.87014,0.70421,0.82384,0.81018,0.1955,0.60819,0.1924,0.0004852,0.0004852,0.0004852
28,32747.5,0.21272,1.05077,0.95176,0.81434,0.78368,0.86745,0.86463,0.11879,0.47926,0.1551,0.0004654,0.0004654,0.0004654
29,33936.9,0.2152,1.05186,0.95412,0.83479,0.72849,0.8239,0.81321,0.21985,0.61423,0.22415,0.0004456,0.0004456,0.0004456
30,35124.5,0.21168,1.04343,0.95295,0.74208,0.7966,0.8447,0.83942,0.19356,0.57644,0.214,0.0004258,0.0004258,0.0004258
31,36312.7,inf,1.03166,0.95334,0.82081,0.70779,0.79952,0.74111,0.2836,0.73942,0.26411,0.000406,0.000406,0.000406
32,37500.4,0.20599,1.01524,0.94996,0.83789,0.77759,0.86836,0.86549,0.1457,0.50336,0.17443,0.0003862,0.0003862,0.0003862
33,38684.1,0.20394,1.01225,0.94932,0.83611,0.7464,0.83645,0.80468,0.20516,0.63685,0.22243,0.0003664,0.0003664,0.0003664
34,39863.4,0.20556,1.00435,0.94846,0.83974,0.77212,0.86723,0.85623,0.15172,0.53157,0.18127,0.0003466,0.0003466,0.0003466
35,41042.4,0.20091,0.98615,0.9498,0.8831,0.72786,0.85595,0.84515,0.16899,0.54301,0.19016,0.0003268,0.0003268,0.0003268
36,42236.1,0.20154,0.99235,0.94979,0.85841,0.76515,0.87818,0.86779,0.16511,0.49764,0.19072,0.000307,0.000307,0.000307
37,43423.9,0.20057,0.98239,0.95001,0.76779,0.7988,0.85673,0.84032,0.17298,0.55794,0.19697,0.0002872,0.0002872,0.0002872
38,44611.8,0.19823,0.97862,0.94763,0.83084,0.7994,0.87661,0.871,0.16478,0.4947,0.18688,0.0002674,0.0002674,0.0002674
39,45812.9,inf,0.9702,0.9464,0.85017,0.77746,0.85914,0.84742,0.18414,0.55611,0.19414,0.0002476,0.0002476,0.0002476
40,46992.3,0.19438,0.95337,0.94688,0.78151,0.76102,0.8225,0.74875,0.2821,0.70885,0.27016,0.0002278,0.0002278,0.0002278
41,48170.9,0.2249,0.96891,0.97298,0.85784,0.79873,0.8826,0.88126,0.15887,0.48761,0.19196,0.000208,0.000208,0.000208
42,49354.4,0.2174,0.92763,0.97097,0.87712,0.79271,0.87945,0.87903,0.11393,0.48046,0.15248,0.0001882,0.0001882,0.0001882
43,50286.3,0.2142,0.90615,0.96892,0.87399,0.7761,0.88114,0.88078,0.09921,0.45518,0.13583,0.0001684,0.0001684,0.0001684
44,51378.6,0.21082,0.89997,0.96725,0.8778,0.77583,0.88067,0.88024,0.12155,0.50496,0.15723,0.0001486,0.0001486,0.0001486
45,1218.28,0.19309,0.95803,0.94777,0.88099,0.76939,0.88359,0.88204,0.16539,0.54069,0.19634,0.0001288,0.0001288,0.0001288
